NODE_69_length_16902_cov_2.242504_11	K27883
NODE_15_length_29191_cov_2.704205_22	K00020
NODE_99_length_14208_cov_2.588453_3	K00020
NODE_282_length_7817_cov_2.984785_6	K00020
NODE_138_length_12089_cov_3.093797_8	K00019
NODE_461_length_5156_cov_1.929211_2	K00018
NODE_283_length_7784_cov_3.057464_5	K00015
NODE_51_length_18705_cov_2.754818_10	K00014
NODE_1102_length_481_cov_1.460452_1	K00014
NODE_88_length_15353_cov_2.977538_14	K00013
NODE_254_length_8463_cov_2.631958_4	K00012
NODE_171_length_10628_cov_2.714503_10	K00010
NODE_478_length_5043_cov_2.296989_1	K00004
NODE_549_length_4296_cov_2.332454_5	K00004
NODE_813_length_2164_cov_3.540501_2	K00003
